CustomerID,FirstName,LastName,MoneyAvailable,ConcertsPurchased,TicketMinerMembership,Username,Password,MoneySaved
601,Alyssa,Smith,3743.13,0,false,smithalyssa,Fun!23,0.0
608,Jennifer,Smith,6225.84,0,true,smithjennifer,Fun!23,0.0
624,Jerry,Smith,4151.94,0,false,smithjerry,Fun!23,0.0
640,Kayla,Smith,2109.37,0,true,smithkayla,Fun!23,0.0
714,Gary,Smith,6478.78,0,false,smithgary,Fun!23,0.0
725,Daniel,Smith,5922.44,0,true,smithdaniel,Fun!23,0.0
753,Dennis,Smith,4872.18,0,true,smithdennis,Fun!23,0.0
764,Megan,Smith,1619.53,0,true,smithmegan,Fun!23,0.0
781,Sean,Smith,2117.04,0,true,smithsean,Fun!23,0.0
796,Kathy,Smith,3964.44,0,true,smithkathy,Fun!23,0.0
823,Jose,Smith,6122.72,0,false,smithjose,Fun!23,0.0
862,Nicholas,Smith,4714.94,0,true,smithnicholas,Fun!23,0.0
865,Kristine,Smith,5482.95,0,false,smithkristine,Fun!23,0.0
1037,Jessica,Smith,5127.79,0,false,smithjessica,Fun!23,0.0
330,Kathleen,Small,5814.5,0,true,smallkathleen,Fun!23,0.0
351,Jeffrey,Sloan,3510.95,0,true,sloanjeffrey,Fun!23,0.0
468,Jason,Skinner,1250.06,0,true,skinnerjason,Fun!23,0.0
404,Anthony,Sims,4798.01,0,true,simsanthony,Fun!23,0.0
790,Alexandra,Simpson,6285.94,0,true,simpsonalexandra,Fun!23,0.0
833,James,Simpson,2197.11,0,false,simpsonjames,Fun!23,0.0
966,Becky,Simpson,1130.36,0,false,simpsonbecky,Fun!23,0.0
973,James,Simmons,4236.25,0,false,simmonsjames,Fun!23,0.0
930,Gregory,Short,4343.29,0,true,shortgregory,Fun!23,0.0
340,Amanda,Shepherd,1797.08,0,false,shepherdamanda,Fun!23,0.0
457,Alexis,Shea,6366.55,0,false,sheaalexis,Fun!23,0.0
504,Darlene,Shaw,4999.24,0,true,shawdarlene,Fun!23,0.0
837,Julie,Shaw,4111.44,0,true,shawjulie,Fun!23,0.0
643,Beth,Sharp,2224.27,0,true,sharpbeth,Fun!23,0.0
462,Michelle,Sexton,5455.0,0,false,sextonmichelle,Fun!23,0.0
91,Fernando,Sepulveda,3949.04,0,false,sepulvedafernando,Fun!23,0.0
497,Amber,Sellers,1184.02,0,true,sellersamber,Fun!23,0.0
194,Cody,Scott,4538.18,0,true,scottcody,Fun!23,0.0
342,Kevin,Scott,2061.7,0,false,scottkevin,Fun!23,0.0
464,Deborah,Scott,3531.82,0,true,scottdeborah,Fun!23,0.0
754,Jared,Scott,2973.86,2,true,scottjared,Fun!23,6.33
680,Jennifer,Schultz,1537.25,0,true,schultzjennifer,Fun!23,0.0
656,Holly,Schneider,1033.14,0,false,schneiderholly,Fun!23,0.0
938,Jennifer,Schneider,3309.83,0,false,schneiderjennifer,Fun!23,0.0
276,Craig,Schaefer,6442.59,0,false,schaefercraig,Fun!23,0.0
1047,Kendra,Sawyer,6030.35,0,false,sawyerkendra,Fun!23,0.0
1004,Shawn,Santos,3332.7,0,false,santosshawn,Fun!23,0.0
527,Christopher,Sanford,3742.38,0,true,sanfordchristopher,Fun!23,0.0
90,Jorge,Sandoval,5449.11,0,false,sandovaljorge,Fun!23,0.0
674,Gabriel,Sanders,5231.12,0,true,sandersgabriel,Fun!23,0.0
715,Thomas,Sanders,5376.79,0,true,sandersthomas,Fun!23,0.0
806,Micheal,Sanders,3310.28,0,false,sandersmicheal,Fun!23,0.0
1024,John,Sanders,3764.15,6,false,sandersjohn,Fun!23,0.0
115,Michael,Sanchez,2299.3,3,false,sanchezmichael,Fun!23,0.0
176,Anthony,Sanchez,4849.29,0,false,sanchezanthony,Fun!23,0.0
638,Colleen,Sanchez,3335.56,0,true,sanchezcolleen,Fun!23,0.0
874,Jody,Sanchez,4124.36,0,false,sanchezjody,Fun!23,0.0
749,Henry,Salazar,3864.2,0,false,salazarhenry,Fun!23,0.0
1000,Paul,Salas,3535.32,3,false,salaspaul,Fun!23,0.0
545,Darlene,Russell,2097.48,2,true,russelldarlene,Fun!23,0.25
88,Edgar,Ruiz,3684.0,0,false,ruizedgar,Fun!23,0.0
89,Salvador,Ruiz,5213.3,5,true,ruizsalvador,Fun!23,19.99
386,Travis,Ruiz,5420.23,6,true,ruiztravis,Fun!23,23.94
205,Nicole,Rowland,6276.69,0,true,rowlandnicole,Fun!23,0.0
612,Victor,Ross,3608.7,0,true,rossvictor,Fun!23,0.0
881,Mindy,Ross,3408.88,0,false,rossmindy,Fun!23,0.0
407,Scott,Rose,5260.81,0,false,rosescott,Fun!23,0.0
148,Ashley,Romero,2659.58,0,true,romeroashley,Fun!23,0.0
202,Olivia,Romero,1322.38,0,true,romeroolivia,Fun!23,0.0
226,Timothy,Romero,3988.92,0,true,romerotimothy,Fun!23,0.0
272,James,Romero,3689.64,0,false,romerojames,Fun!23,0.0
292,Daniel,Romero,4229.43,0,true,romerodaniel,Fun!23,0.0
87,Sabas,Rojas,1753.3,0,false,rojassabas,Fun!23,0.0
766,Brian,Rojas,5658.53,0,false,rojasbrian,Fun!23,0.0
182,Sandra,Rogers,4953.97,0,false,rogerssandra,Fun!23,0.0
652,Mark,Rogers,2626.5,0,true,rogersmark,Fun!23,0.0
828,Ann,Rogers,3290.55,2,true,rogersann,Fun!23,13.01
86,Christian,Rodriguez,3929.14,0,true,rodriguezchristian,Fun!23,0.0
124,Douglas,Rodriguez,5000.55,0,false,rodriguezdouglas,Fun!23,0.0
311,Bradley,Rodriguez,2999.43,0,false,rodriguezbradley,Fun!23,0.0
415,Ricardo,Rodriguez,5646.54,0,false,rodriguezricardo,Fun!23,0.0
459,Tara,Rodriguez,2599.09,0,true,rodrigueztara,Fun!23,0.0
485,Amy,Rodriguez,2045.61,0,false,rodriguezamy,Fun!23,0.0
689,Linda,Rodriguez,2370.31,0,true,rodriguezlinda,Fun!23,0.0
763,Jeffrey,Rodriguez,1959.58,0,false,rodriguezjeffrey,Fun!23,0.0
948,Elizabeth,Rodriguez,5965.33,0,true,rodriguezelizabeth,Fun!23,0.0
983,Jerry,Rodriguez,3419.33,0,true,rodriguezjerry,Fun!23,0.0
85,Adrian,Rocha,5417.88,0,true,rochaadrian,Fun!23,0.0
978,Jeremy,Rocha,4632.09,0,false,rochajeremy,Fun!23,0.0
536,Nancy,Robles,2087.55,0,true,roblesnancy,Fun!23,0.0
616,Linda,Robles,6311.18,0,true,robleslinda,Fun!23,0.0
728,Cody,Robles,1257.11,0,false,roblescody,Fun!23,0.0
123,Kirsten,Robinson,3273.23,0,true,robinsonkirsten,Fun!23,0.0
301,Alexandra,Robinson,1920.13,0,false,robinsonalexandra,Fun!23,0.0
501,Michael,Robinson,4713.93,0,false,robinsonmichael,Fun!23,0.0
547,Lisa,Robinson,2655.71,0,true,robinsonlisa,Fun!23,0.0
671,Christopher,Robinson,5852.74,0,false,robinsonchristopher,Fun!23,0.0
880,Joseph,Robinson,4880.96,2,true,robinsonjoseph,Fun!23,17.03
261,Barbara,Robertson,3028.67,6,false,robertsonbarbara,Fun!23,0.0
127,Sean,Roberts,4904.36,0,true,robertssean,Fun!23,0.0
744,Kimberly,Roberts,5481.5,0,true,robertskimberly,Fun!23,0.0
420,Rachel,Roberson,1252.0,0,false,robersonrachel,Fun!23,0.0
605,Heather,Robbins,3957.27,0,true,robbinsheather,Fun!23,0.0
334,Melissa,Rivera,2982.36,0,true,riveramelissa,Fun!23,0.0
789,Michelle,Rivera,2550.09,0,false,riveramichelle,Fun!23,0.0
1003,Diana,Rivera,3449.31,0,true,riveradiana,Fun!23,0.0
84,Ashley,Rivas,1268.2,0,true,rivasashley,Fun!23,0.0
975,Andrea,Riley,1765.46,0,true,rileyandrea,Fun!23,0.0
191,Kimberly,Richardson,3263.56,0,true,richardsonkimberly,Fun!23,0.0
192,Emily,Richardson,4823.23,0,false,richardsonemily,Fun!23,0.0
630,Natalie,Richardson,3766.68,0,true,richardsonnatalie,Fun!23,0.0
902,Olivia,Richardson,4380.8,0,false,richardsonolivia,Fun!23,0.0
943,Phillip,Richardson,5525.77,0,true,richardsonphillip,Fun!23,0.0
281,Mark,Richards,2266.67,0,true,richardsmark,Fun!23,0.0
676,Brittany,Richard,5438.92,0,true,richardbrittany,Fun!23,0.0
473,Crystal,Rice,1408.83,0,true,ricecrystal,Fun!23,0.0
773,William,Rice,5124.93,0,false,ricewilliam,Fun!23,0.0
541,Dennis,Reynolds,2950.23,0,false,reynoldsdennis,Fun!23,0.0
659,Elizabeth,Reyes,5084.03,0,true,reyeselizabeth,Fun!23,0.0
83,Fernando,Remes,3241.63,0,true,remesfernando,Fun!23,0.0
479,Alyssa,Reese,3953.45,0,false,reesealyssa,Fun!23,0.0
475,Christopher,Raymond,2819.77,0,true,raymondchristopher,Fun!23,0.0
804,Debra,Raymond,2008.16,4,false,raymonddebra,Fun!23,0.0
237,Brittany,Ray,6416.85,0,true,raybrittany,Fun!23,0.0
598,Jeff,Ray,2911.9,5,false,rayjeff,Fun!23,0.0
779,Michelle,Ray,2671.94,0,true,raymichelle,Fun!23,0.0
197,Mark,Ramos,4765.66,0,true,ramosmark,Fun!23,0.0
480,Eric,Ramos,3385.72,0,true,ramoseric,Fun!23,0.0
908,Andre,Ramos,2063.55,0,true,ramosandre,Fun!23,0.0
313,Jasmine,Ramirez,1858.58,0,false,ramirezjasmine,Fun!23,0.0
406,Benjamin,Ramirez,3416.81,3,true,ramirezbenjamin,Fun!23,25.42
599,Michelle,Ramirez,3654.26,0,false,ramirezmichelle,Fun!23,0.0
653,Jessica,Ramirez,5732.92,0,false,ramirezjessica,Fun!23,0.0
984,Donald,Ramirez,4876.47,0,false,ramirezdonald,Fun!23,0.0
82,Luis,Quinones,6304.29,0,false,quinonesluis,Fun!23,0.0
81,Anaiah,Quinn,3706.36,0,true,quinnanaiah,Fun!23,0.0
29,Evil,Queen,3654.2,0,false,evilqueen,Fun!23,0.0
543,Michelle,Pruitt,3876.42,0,true,pruittmichelle,Fun!23,0.0
811,George,Proctor,1929.22,4,false,proctorgeorge,Fun!23,0.0
839,Michael,Prince,3606.66,0,false,princemichael,Fun!23,0.0
614,Lawrence,Price,6396.02,0,false,pricelawrence,Fun!23,0.0
112,Robert,Preston,4790.06,0,false,prestonrobert,Fun!23,0.0
991,Jennifer,Preston,1195.95,0,true,prestonjennifer,Fun!23,0.0
596,Cynthia,Powell,5886.8,0,false,powellcynthia,Fun!23,0.0
259,Darin,Porter,5365.98,0,false,porterdarin,Fun!23,0.0
345,Chelsea,Porter,5100.46,0,true,porterchelsea,Fun!23,0.0
502,Matthew,Porter,6082.87,0,true,portermatthew,Fun!23,0.0
683,Alyssa,Poole,2111.42,0,false,poolealyssa,Fun!23,0.0
935,Ruth,Ponce,3497.35,0,false,ponceruth,Fun!23,0.0
185,James,Pittman,3799.11,0,true,pittmanjames,Fun!23,0.0
326,Rachel,Phillips,3483.59,0,false,phillipsrachel,Fun!23,0.0
662,Loretta,Phillips,5443.18,0,true,phillipsloretta,Fun!23,0.0
885,Curtis,Phillips,3150.48,0,true,phillipscurtis,Fun!23,0.0
919,Brendan,Phillips,6194.71,0,false,phillipsbrendan,Fun!23,0.0
1039,Wendy,Phillips,3657.78,0,false,phillipswendy,Fun!23,0.0
224,Virginia,Phelps,5161.47,0,false,phelpsvirginia,Fun!23,0.0
1009,Ryan,Peterson,5208.88,3,false,petersonryan,Fun!23,0.0
996,Carmen,Petersen,5384.73,0,true,petersencarmen,Fun!23,0.0
868,Lisa,Peters,1352.54,0,false,peterslisa,Fun!23,0.0
1036,Stephen,Peters,1609.6,0,true,petersstephen,Fun!23,0.0
563,Martha,Perry,2398.01,0,true,perrymartha,Fun!23,0.0
629,Jared,Perry,2860.11,0,true,perryjared,Fun!23,0.0
985,Stephanie,Perry,5629.71,0,false,perrystephanie,Fun!23,0.0
99,Tom,Perez,4709.57,0,true,pereztom,Fun!23,0.0
228,Kathryn,Perez,2959.62,4,false,perezkathryn,Fun!23,0.0
298,Matthew,Perez,4557.79,0,true,perezmatthew,Fun!23,0.0
80,Diego,Pedraza,1984.11,0,false,pedrazadiego,Fun!23,0.0
337,Stacey,Paul,3306.42,0,true,paulstacey,Fun!23,0.0
791,Richard,Paul,6087.53,3,false,paulrichard,Fun!23,0.0
249,Kaylee,Patterson,2514.88,0,true,pattersonkaylee,Fun!23,0.0
442,Kristina,Patrick,3937.65,3,false,patrickkristina,Fun!23,0.0
100,Brad,Patel,5009.49,0,false,patelbrad,Fun!23,0.0
856,Amy,Parsons,1239.57,0,false,parsonsamy,Fun!23,0.0
618,Rick,Parrish,5755.53,0,true,parrishrick,Fun!23,0.0
682,Michael,Parrish,5312.75,0,false,parrishmichael,Fun!23,0.0
210,Andrew,Parks,3000.53,0,false,parksandrew,Fun!23,0.0
145,Ronald,Parker,2397.36,0,false,parkerronald,Fun!23,0.0
149,Gail,Parker,3841.98,0,false,parkergail,Fun!23,0.0
233,Robert,Park,5537.68,0,false,parkrobert,Fun!23,0.0
844,Gary,Park,4166.05,0,true,parkgary,Fun!23,0.0
931,Dana,Park,5538.88,0,true,parkdana,Fun!23,0.0
15,Peter,Pan,1498.76,0,true,peterpan,Fun!23,0.0
120,Logan,Palmer,3856.57,0,false,palmerlogan,Fun!23,0.0
79,Raul,Pallares,3291.9,0,true,pallaresraul,Fun!23,0.0
312,Gloria,Page,3894.69,0,false,pagegloria,Fun!23,0.0
566,Heidi,Page,3850.15,0,true,pageheidi,Fun!23,0.0
78,Marko,Padilla,3735.42,0,false,padillamarko,Fun!23,0.0
264,Brooke,Padilla,3677.07,0,true,padillabrooke,Fun!23,0.0
439,Emma,Padilla,5874.45,4,true,padillaemma,Fun!23,22.46
441,Rita,Owens,4073.25,0,false,owensrita,Fun!23,0.0
496,Steven,Owens,3034.7,0,false,owenssteven,Fun!23,0.0
641,Christopher,Osborne,4929.11,0,false,osbornechristopher,Fun!23,0.0
196,Keith,Ortiz,1663.9,0,false,ortizkeith,Fun!23,0.0
332,Michelle,Ortiz,1049.27,0,false,ortizmichelle,Fun!23,0.0
684,William,Ortiz,6384.32,0,false,ortizwilliam,Fun!23,0.0
921,Christopher,Ortega,5885.49,0,true,ortegachristopher,Fun!23,0.0
106,Daniel,Olson,6016.79,0,false,olsondaniel,Fun!23,0.0
546,Jessica,Olsen,4781.35,0,true,olsenjessica,Fun!23,0.0
1017,Courtney,Olsen,6048.18,0,false,olsencourtney,Fun!23,0.0
296,Dustin,Oliver,6272.65,0,true,oliverdustin,Fun!23,0.0
810,Michelle,Oliver,2605.59,0,false,olivermichelle,Fun!23,0.0
77,Christian,Odom,4080.7,0,false,odomchristian,Fun!23,0.0
319,Marissa,Oconnell,1331.34,0,false,oconnellmarissa,Fun!23,0.0
396,Craig,Oconnell,4230.9,0,false,oconnellcraig,Fun!23,0.0
116,Theresa,Obrien,4543.12,0,false,obrientheresa,Fun!23,0.0
807,Stephanie,Obrien,4487.88,0,true,obrienstephanie,Fun!23,0.0
741,Michael,Nunez,5542.43,0,false,nunezmichael,Fun!23,0.0
76,Saeefa,Nowmi,2228.93,0,true,nowmisaeefa,Fun!23,0.0
38,Alireza,Nouri,5094.35,0,true,alirezanouri,Fun!23,0.0
853,Jacob,Norton,5464.44,0,true,nortonjacob,Fun!23,0.0
125,Christopher,Norris,2731.47,0,true,norrischristopher,Fun!23,0.0
826,Andrew,Norris,5088.65,0,false,norrisandrew,Fun!23,0.0
208,James,Nolan,2383.11,0,false,nolanjames,Fun!23,0.0
134,Megan,Noble,4282.78,6,true,noblemegan,Fun!23,33.05
506,Brittany,Nielsen,1049.08,0,false,nielsenbrittany,Fun!23,0.0
642,Mercedes,Nichols,2219.06,0,true,nicholsmercedes,Fun!23,0.0
617,Amber,Nguyen,2856.61,0,true,nguyenamber,Fun!23,0.0
692,Rebecca,Nguyen,3394.53,0,true,nguyenrebecca,Fun!23,0.0
787,Sabrina,Nguyen,3905.13,0,false,nguyensabrina,Fun!23,0.0
848,Sandra,Newton,5525.55,0,true,newtonsandra,Fun!23,0.0
170,Lauren,Neal,5138.2,0,true,neallauren,Fun!23,0.0
433,Brandon,Neal,6303.79,0,true,nealbrandon,Fun!23,0.0
820,Casey,Navarro,2719.0,0,false,navarrocasey,Fun!23,0.0
450,Michael,Murray,3613.05,0,true,murraymichael,Fun!23,0.0
373,Peggy,Murphy,2158.54,4,false,murphypeggy,Fun!23,0.0
1,Mickey,Mouse,4191.37,0,false,mickeymouse,Fun!23,0.0
3,Minnie,Mouse,4107.94,0,false,minniemouse,Fun!23,0.0
